Sigma Colour,Sigma Space,Average Similarity
370,0.8,-8.41188302630029
370,1.2,-8.393083567561304
370,0.9,-8.28703752384346
370,1.6,-8.888550733039464
370,1.4,-8.620927848387991
370,1.3,-8.499281960524403
370,1.0,-8.267987994760947
370,1.5,-8.751973772520776
370,1.7,-9.027900929220335
370,1.9,-9.306889891964106
370,1.8,-9.167826657587515
370,2.4,-9.950071598642245
370,2.1,-9.577308812809086
370,2.0,-9.443779228757235
370,2.2,-9.706667878603009
370,2.3,-9.831073387423029
370,2.6,-10.170267145184683
370,2.5,-10.06318815643994
370,2.9,-10.455131348204466
370,2.7,-10.271273207914222
370,3.9,-11.078279420156825
370,3.0,-10.53842509147622
370,3.1,-10.616271439113659
370,3.5,-10.879034101340311
370,3.7,-10.98541240631675
370,3.3,-10.756773726193737
370,2.8,-10.366143340236249
370,3.6,-10.934095881731949
370,3.2,-10.688959390100129
370,4.1,-11.159425738590116
370,4.0,-11.120186574488391
370,3.4,-10.820026680801831
370,3.8,-11.033429727354962
370,4.2,-11.196157495085478
370,4.4,-11.26292262575935
370,4.5,-11.293277800149708
370,4.3,-11.230587562019666
370,4.8,-11.373879350446146
370,4.7,-11.348613911835464
370,4.6,-11.321781877238173
380,0.2,-16.364855488549825
370,4.9,-11.397711948426627
380,0.0,-8.282770977726997
380,0.1,-16.364855488549825
380,0.6,-9.497963619939982
380,0.7,-8.737655663232903
380,0.3,-16.183427364227253
380,0.5,-11.197212245865352
380,0.8,-8.417031152393989
380,0.4,-14.064430354149982
380,1.0,-8.282770977726997
380,1.4,-8.64873090835158
380,1.1,-8.329761258911892
380,0.9,-8.297390642429123
380,1.3,-8.524315203053522
380,1.2,-8.415046093372098
380,1.7,-9.062827565164014
380,1.5,-8.782350011871726
380,1.6,-8.921281358746997
380,2.1,-9.61984587877936
380,1.9,-9.345888446699334
380,2.2,-9.750791414961288
380,1.8,-9.204864747608015
380,2.0,-9.484567326238576
380,2.7,-10.321837336130905
380,2.4,-9.997052402975987
380,2.6,-10.219723047994078
380,2.3,-9.876685757733037
380,2.9,-10.5076203248963
380,2.5,-10.111480845881616
380,3.1,-10.670375337912445
380,2.8,-10.417713681457498
380,3.0,-10.59177178404776
380,3.3,-10.812270399337471
380,3.2,-10.743802472705717
380,3.4,-10.876129163374904
380,3.8,-11.091540175308731
380,3.5,-10.935697961673775
380,3.7,-11.043094861470344
380,4.4,-11.32306908866832
380,4.3,-11.290451576666529
380,3.6,-10.991253310865735
380,4.0,-11.179070060460935
380,4.1,-11.218639914283123
380,3.9,-11.13677077826336
380,4.6,-11.382412686082285
380,4.9,-11.4589997660366
380,4.2,-11.255722880448005
380,4.7,-11.409487197901163
380,4.8,-11.434961682831393
380,4.5,-11.353657321634232
390,0.6,-9.490865299688828
390,0.0,-8.296874918645123
390,0.1,-16.364855488549825
390,0.2,-16.364855488549825
390,0.4,-14.056304094511901
390,0.3,-16.182253118344374
390,1.1,-8.347472255526133
390,0.5,-11.185643661591982
390,1.3,-8.548058472055173
390,0.7,-8.736986045122388
390,0.9,-8.307384434377289
390,1.2,-8.435895896107548
390,0.8,-8.422159732151485
390,1.5,-8.811066759871048
390,1.4,-8.675032784296116
390,1.0,-8.296874918645122
390,1.9,-9.382647607221548
390,2.0,-9.523059686954685
390,1.7,-9.09583798286382
390,1.6,-8.952208382527239
390,2.2,-9.792407342640988
390,2.1,-9.659966675772061
390,2.3,-9.91970657171317
390,1.8,-9.239820205666826
390,2.6,-10.266339303104006
390,2.7,-10.36945842319674
390,2.4,-10.041380625561494
390,2.5,-10.156997034883238
390,2.8,-10.466288438182335
390,2.9,-10.557105023363958
390,3.3,-10.864555409428965
390,3.0,-10.642023181467932
390,3.2,-10.795472323509708
390,3.4,-10.929013559167492
390,3.5,-10.989078894727603
390,3.6,-11.0451180183863
390,4.0,-11.234513507671835
390,3.1,-10.721397238783164
390,3.7,-11.09739714446971
390,4.2,-11.311793551279534
390,4.1,-11.274418173194979
390,3.8,-11.146278012481972
390,3.9,-11.191864968321815
390,4.3,-11.3468132942432
390,4.5,-11.41051099414211
390,4.4,-11.37967948495711
390,4.6,-11.439522720377587
390,4.7,-11.466808342151937
400,0.1,-16.364855488549825
400,0.3,-16.181160454868532
400,0.0,-8.310341645828176
400,0.4,-14.048750044077147
390,4.8,-11.492508234330664
400,0.5,-11.17493221643854
390,4.9,-11.516726832765869
400,0.6,-9.484447270249909
400,0.2,-16.364855488549825
400,0.8,-8.427248975833361
400,0.7,-8.736643243446434
400,0.9,-8.317012983931619
400,1.0,-8.310341645828176
400,1.2,-8.455690413634338
400,1.1,-8.364311127848786
400,1.3,-8.57052764694326
400,1.6,-8.98145082325951
400,1.8,-9.272810510853391
400,1.5,-8.838191915432159
400,1.7,-9.1270055472227
400,1.4,-8.699948711768394
400,1.9,-9.417356677733258
400,2.3,-9.960272759544333
400,2.2,-9.831669481889383
400,2.1,-9.697804916812613
400,2.0,-9.559384552650084
400,2.4,-10.083188704202998
400,2.8,-10.512121755112409
400,2.7,-10.414394354814917
400,3.3,-10.913845930338509
400,2.6,-10.310302897095092
400,2.5,-10.199923244384484
400,3.0,-10.689394166441993
400,3.2,-10.84417233235265
400,3.1,-10.769465864985383
400,2.9,-10.60370365290651
400,3.4,-10.978820952089231
400,3.6,-11.095868768078772
400,3.5,-11.039406080500088
400,3.7,-11.148599502365308
400,3.8,-11.197805176089949
400,3.9,-11.243774666534422
400,4.4,-11.433037553983128
400,4.5,-11.464127991272028
400,4.0,-11.286752154742809
400,4.2,-11.364619392725496
400,4.6,-11.493335138538548
400,4.3,-11.399916837588636
400,4.1,-11.326965021646165
400,4.7,-11.52083029343887
400,4.8,-11.546734464409012
410,0.1,-16.36485548854982
410,0.0,-8.323213082833753
400,4.9,-11.57110588302177
410,0.2,-16.364855488549825
410,0.3,-16.180139822869346
410,0.4,-14.04170637842985
410,0.5,-11.165050464047168
410,0.8,-8.432245980280614
410,0.6,-9.478666586830412
410,0.7,-8.73654441645096
410,1.2,-8.474457266925656
410,0.9,-8.326263819323193
410,1.0,-8.323213082833753
410,1.4,-8.723501872278673
410,1.1,-8.380328027524289
410,1.3,-8.59180190784094
410,1.5,-8.8638772774974
410,1.7,-9.1564900259925
410,2.5,-10.240400272560802
410,1.6,-9.009088490740497
410,2.8,-10.55536847373021
410,2.4,-10.122625924440106
410,2.1,-9.733559097220448
410,2.0,-9.59369473291958
410,1.8,-9.30400332035846
410,2.2,-9.868747685817505
410,1.9,-9.450167398971688
410,3.0,-10.734095494403356
410,3.1,-10.814819497680963
410,2.6,-10.351816415519
410,2.3,-9.998580948690899
410,2.7,-10.456778436575028
410,2.9,-10.647708561947155
410,3.3,-10.960298470331454
410,3.2,-10.890104068842383
410,3.4,-11.02578457533103
410,3.5,-11.086819359427935
410,3.6,-11.14374758210657
410,3.7,-11.19684683414755
410,3.8,-11.246406617214758
410,3.9,-11.292717390710793
410,4.0,-11.336024997171231
410,4.2,-11.414451607483494
410,4.3,-11.449972258383474
410,4.1,-11.376520751520752
410,4.7,-11.571731064171965
410,4.4,-11.483318091000884
420,0.2,-16.364855488549825
410,4.5,-11.514626834514132
410,4.8,-11.597787383315145
410,4.6,-11.544058552992032
420,0.1,-16.364855488549825
420,0.0,-8.335494441665414
420,0.4,-14.035124655039441
420,0.6,-9.473380736849677
410,4.9,-11.62235384198001
420,0.3,-16.179184401765493
420,0.8,-8.437138686451496
420,0.5,-11.155906842479135
420,0.7,-8.736657651858312
420,0.9,-8.335164016513659
420,1.1,-8.395560655593643
420,1.3,-8.611964784380948
420,1.0,-8.335494441665414
420,1.2,-8.492284774307866
420,1.4,-8.745841884723136
420,1.5,-8.888173653841603
420,1.9,-9.481149384255486
420,1.6,-9.035241245178026
420,1.8,-9.333477570901982
420,2.1,-9.767302846467224
420,2.2,-9.903756348643647
420,2.3,-10.03477102721193
420,1.7,-9.184350190466189
420,2.5,-10.27864587004224
420,2.0,-9.626117448272478
420,2.8,-10.59615714797133
420,2.7,-10.49682192659103
420,2.9,-10.689238309015659
420,2.4,-10.15988013005605
420,2.6,-10.391000448793191
420,3.1,-10.857591326049269
420,3.3,-11.004163512478522
420,3.0,-10.776296431120512
420,3.2,-10.933439984154662
420,3.9,-11.338902843300867
420,3.7,-11.242366108020315
420,3.6,-11.188891544100455
420,3.4,-11.070118158078577
420,4.1,-11.42325309938009
420,3.8,-11.292273523788095
420,3.5,-11.131567648335102
420,4.0,-11.382501507089193
420,4.2,-11.461414474058785
420,4.9,-11.670708265884187
420,4.3,-11.497165315609516
420,4.5,-11.562293644344223
420,4.4,-11.530773224698459
420,4.6,-11.59190249157264
430,0.1,-16.364855488549825
430,0.2,-16.364855488549825
420,4.7,-11.619741236563668
420,4.8,-11.645960281336857
430,0.0,-8.347220518399737
430,0.4,-14.028962918600081
430,0.5,-11.147423833102778
430,0.3,-16.178288693819205
430,0.7,-8.736950444756934
430,1.0,-8.347220518399737
430,0.6,-9.468580957792062
430,1.1,-8.41001946781221
430,0.9,-8.34368803933125
430,1.2,-8.509208028174493
430,0.8,-8.441898658501188
430,2.0,-9.656760436378356
430,1.3,-8.631075984429474
430,1.7,-9.210699413626847
430,1.6,-9.059966037632337
430,1.4,-8.76695855791513
430,1.9,-9.510461819285348
430,1.5,-8.911175977008853
430,1.8,-9.361335809315468
430,2.1,-9.799220912882266
430,2.2,-9.93681827257968
430,2.3,-10.068941160681128
430,2.4,-10.195063614593577
430,2.7,-10.534637070783306
430,2.6,-10.428010986628363
430,2.5,-10.314779352025091
430,2.9,-10.728472859039107
430,2.8,-10.634709814478919
430,3.0,-10.816165242292234
430,3.3,-11.045603396139404
430,3.2,-10.974390526823184
430,3.1,-10.897988142284461
430,3.4,-11.111949460561336
430,3.5,-11.173815953433879
430,3.6,-11.23152712487512
430,3.7,-11.28535216296349
430,3.9,-11.382468774648544
430,3.8,-11.335565573608456
430,4.1,-11.467349776723061
430,4.2,-11.505753295266764
430,4.0,-11.426359067233173
430,4.4,-11.575582136879554
430,4.3,-11.541767186901874
430,4.8,-11.691460564467711
430,4.6,-11.637034458021267
430,4.9,-11.716330345865805
430,4.7,-11.66506608418373
430,4.5,-11.607254254931549
440,0.1,-16.364855488549825
440,0.0,-8.358377968191052
440,0.7,-8.737362457607096
440,0.3,-16.177449010942688
440,0.6,-9.464206457059674
440,0.4,-14.02320639559507
440,0.2,-16.364855488549825
440,0.5,-11.139518070317962
440,1.3,-8.649200660676746
440,0.8,-8.446558359010256
440,0.9,-8.35186348229229
440,1.2,-8.525278630006504
440,1.0,-8.358377968191052
440,1.1,-8.423758616103314
440,1.5,-8.932949500225476
440,1.9,-9.538183185723042
440,2.0,-9.685748160940575
440,1.4,-8.78699954235963
440,1.6,-9.083389718216546
440,1.7,-9.235650825054345
440,2.1,-9.829388751461318
440,1.8,-9.387749386168847
440,2.2,-9.968078017968068
440,2.4,-10.228321737392655
440,2.3,-10.101258233748613
440,2.5,-10.348929060789972
440,2.6,-10.462985483051453
440,2.8,-10.671140042016901
440,2.7,-10.570364968935612
440,3.1,-10.936188106955013
440,2.9,-10.76552453201711
440,3.2,-11.01307415484161
440,3.0,-10.853810131229045
440,3.7,-11.325952744726797
440,3.5,-11.213746451445735
440,3.4,-11.151495127512169
440,3.3,-11.084727864414504
440,3.8,-11.376456265543675
440,3.6,-11.271797583095
440,4.3,-11.583888387901581
440,4.0,-11.467764869152996
440,3.9,-11.423664678337575
440,4.1,-11.509016850825537
440,4.2,-11.547686668357366
440,4.9,-11.759395639137255
440,4.5,-11.64970412963816
450,0.1,-16.364855488549825
440,4.7,-11.70785940611394
450,0.0,-8.369009984526752
440,4.4,-11.617860137170196
450,0.3,-16.176664421854085
440,4.8,-11.73439826683367
440,4.6,-11.679683769911918
450,0.8,-8.451041671561187
450,0.9,-8.359702171618059
450,0.6,-9.460232899622673
450,1.0,-8.36900998452675
450,0.5,-11.132146402968282
450,0.2,-16.364855488549825
450,0.4,-14.017797494707883
450,1.5,-8.953598288947381
450,0.7,-8.737885880340524
450,1.3,-8.666423787300642
450,1.1,-8.436832633369193
450,1.2,-8.540510146887277
450,1.4,-8.805997131313239
450,1.6,-9.105568163841939
450,2.0,-9.71320488459026
450,1.7,-9.25923824721241
450,2.1,-9.8579222274247
450,2.2,-9.997674478089541
450,2.5,-10.381233339314702
450,1.8,-9.412723465843312
450,1.9,-9.564422491167955
450,2.8,-10.70557633160712
450,2.9,-10.8005726896601
450,2.3,-10.131827952196288
450,2.7,-10.604154430363886
450,2.4,-10.259807604365053
450,3.2,-11.049652535565125
450,2.6,-10.496089214134843
450,3.0,-10.889409528359502
450,3.3,-11.121737164068117
450,3.1,-10.97231497472014
450,3.5,-11.25151667187126
450,3.6,-11.309890577345223
450,3.4,-11.1888835435427
450,3.8,-11.41515075146191
450,4.0,-11.506958993077738
450,3.7,-11.364314397918028
450,4.2,-11.587290799701464
450,3.9,-11.46257877215821
450,4.7,-11.748308977349659
450,4.3,-11.623686278785236
450,4.4,-11.65783919941424
450,4.1,-11.548447202858968
450,4.5,-11.68985326193957
450,4.6,-11.719969710692633
460,0.0,-8.379138082134235
460,0.2,-16.364855488549825
450,4.9,-11.800133987118592
460,0.3,-16.175928148303083
450,4.8,-11.774987239322042
460,0.1,-16.364855488549825
460,1.1,-8.449254959700259
460,0.4,-14.012732178620029
460,0.6,-9.456600228384177
460,0.5,-11.125290596978337
460,1.0,-8.379138082134235
460,0.7,-8.738524776732584
460,0.9,-8.36717010493811
460,0.8,-8.45540769551215
460,1.2,-8.554990754276075
460,1.4,-8.824026679235585
460,1.3,-8.682754010406567
460,1.5,-8.973179860411856
460,1.8,-9.436359579226536
460,1.6,-9.126621245299091
460,1.9,-9.589268186230804
460,1.7,-9.281612097994726
460,2.3,-10.160766234158208
460,2.0,-9.739186505404207
460,2.1,-9.884958535522033
460,2.7,-10.636143480563492
460,2.4,-10.289612571085907
460,2.2,-10.02571173427413
460,2.6,-10.527409879114112
460,2.5,-10.41181474640793
460,2.8,-10.738168196318277
460,2.9,-10.833745414971363
460,3.0,-10.923099654820382
460,3.4,-11.224270952349569
460,3.5,-11.287221272103075
460,3.6,-11.345912644153435
460,3.3,-11.156759700877345
460,3.2,-11.084248868058653
460,3.7,-11.400631331843536
460,3.9,-11.49940810159337
460,3.1,-11.006476361547831
460,3.8,-11.451734434142352
460,4.1,-11.585727717187313
460,4.0,-11.54403155640099
460,4.2,-11.624770978742943
460,4.4,-11.695645951487071
460,4.3,-11.66134878799805
460,4.7,-11.786570396039885
460,4.5,-11.727860498888537
460,4.6,-11.758106951413716
460,4.8,-11.813387868775445
470,0.1,-16.36485548854982
460,4.9,-11.838622527462553
470,0.0,-8.388824387037689
470,1.2,-8.568768000461239
470,0.4,-14.00796368216654
470,0.3,-16.17522976628254
470,0.2,-16.364855488549825
470,0.7,-8.73921789912719
470,0.6,-9.453266223469635
470,0.5,-11.118873916839833
470,1.0,-8.388824387037689
470,0.8,-8.459638503687433
470,1.1,-8.461078302474675
470,1.3,-8.698275489300777
470,1.5,-8.991751234467012
470,0.9,-8.374339255523973
470,1.6,-9.14654565018776
470,1.7,-9.302825894359705
470,1.4,-8.841111827986486
470,1.8,-9.458774702727423
470,1.9,-9.612850936105472
470,2.0,-9.763797046507328
470,2.1,-9.910540308355042
470,2.2,-10.052252907324375
470,2.5,-10.440805947402978
470,2.3,-10.188202448441592
470,2.4,-10.31783849121672
470,2.7,-10.666440566248152
470,2.6,-10.557059813863003
470,2.8,-10.769060180618728
470,3.3,-11.189895370695261
470,2.9,-10.865168727318261
470,3.2,-11.116992298891693
470,3.1,-11.038832744234062
470,3.0,-10.954992539585719
470,3.6,-11.379996432978837
470,3.4,-11.257768673862683
470,3.7,-11.435022570674029
470,3.5,-11.321031708538582
470,3.9,-11.534287199831454
470,3.8,-11.486363985882951
470,4.3,-11.69698649996891
470,4.5,-11.76380069755551
470,4.2,-11.660236160167441
470,4.1,-11.621022082470683
470,4.9,-11.875118256921446
470,4.0,-11.579106165623484
470,4.6,-11.794187821263137
480,0.4,-14.00347210978052
470,4.4,-11.731453595939577
480,0.0,-8.398044521876297
470,4.8,-11.849736752018226
470,4.7,-11.822782777703063
480,0.1,-16.364855488549825
480,0.2,-16.364855488549825
480,1.1,-8.47235098781278
480,0.7,-8.739955315615019
480,0.6,-9.450193654770347
480,0.3,-16.174576985324652
480,0.8,-8.463736784105118
480,0.5,-11.112878943348981
480,0.9,-8.381209771534126
480,1.0,-8.398044521876296
480,1.2,-8.581848626653466
480,1.4,-8.857327297060667
480,1.3,-8.712996864797303
480,1.5,-9.00937488636774
480,1.9,-9.635186376802649
480,2.1,-9.934831477987059
480,1.6,-9.165460831279963
480,1.8,-9.480032888430358
480,2.3,-10.214205673936297
480,2.2,-10.077440642105293
480,1.7,-9.322941910490014
480,2.0,-9.787157299389294
480,2.8,-10.798331829736448
480,2.5,-10.468294191768628
480,2.6,-10.585176133760521
480,2.4,-10.344626871977065
480,2.7,-10.69516744722902
480,2.9,-10.894928018897234
480,3.0,-10.985227298173973
480,3.1,-11.069499940376796
480,3.2,-11.148047500919958
480,3.6,-11.412322575461666
480,3.8,-11.51918699898359
480,3.3,-11.221313661528065
480,4.3,-11.730752922754021
480,3.5,-11.353060417587635
480,3.4,-11.289530205555492
480,4.0,-11.612370061311786
480,3.9,-11.567329069459362
480,3.7,-11.467597471239584
480,4.2,-11.693844889419381
480,4.1,-11.654456159335213
480,4.8,-11.884159670305905
480,4.4,-11.765355361493349
480,4.5,-11.797855907668989
480,4.7,-11.857133415819506
480,4.9,-11.909653484625997
480,4.6,-11.828387628758714
490,0.0,-8.406840674776355
490,0.1,-16.364855488549825
490,0.4,-13.999249249249248
490,0.2,-16.364855488549825
490,0.3,-16.17395813794934
490,0.6,-9.447366854527385
490,0.5,-11.107281431429316
490,0.9,-8.387785981312645
490,0.7,-8.740745487103377
490,0.8,-8.467692366744044
490,1.1,-8.483076195830455
490,1.2,-8.594296372746069
490,1.4,-8.872764262126546
490,1.3,-8.726988379888324
490,1.0,-8.406840674776356
490,1.6,-9.183410050850952
490,1.8,-9.500236164612197
490,1.5,-9.026101443982148
490,1.9,-9.656386669580732
490,2.5,-10.494346399514074
490,2.2,-10.10134032412757
490,1.7,-9.342045612661336
490,2.1,-9.957905197666056
490,2.4,-10.370007276274455
490,2.0,-9.809292509196302
490,2.3,-10.238847439438423
490,3.2,-11.177497649254107
490,2.8,-10.826082304023481
490,2.7,-10.72237866699109
490,2.9,-10.923159579632916
490,2.6,-10.611822880308312
490,3.0,-11.013912604827945
490,3.3,-11.251081705039924
490,3.1,-11.098552579517396
490,3.9,-11.598660502385078
490,3.7,-11.498505223835075
490,3.5,-11.383430582441028
490,3.4,-11.31959671431909
490,3.8,-11.550290199067001
490,3.6,-11.442968743683423
490,4.0,-11.643878416624432
490,4.1,-11.68615364952638
490,4.2,-11.72570481950636
490,4.3,-11.762752275259146
490,4.4,-11.797510788371149
490,4.5,-11.83018049977918
490,4.8,-11.916805665774879
490,4.7,-11.889637660665699
490,4.6,-11.860829440681009
490,4.9,-11.942388359306998
